GameId,PlayId,Yards
2017091008,20170910083275,2
2017091008,20170910083344,0
2017091008,20170910083411,3
2017091008,20170910083437,-2
2017091008,20170910083656,3
2017091008,20170910083677,4
2017091008,20170910083698,2
2017091009,20170910090051,2
2017091009,20170910090222,2
2017091009,20170910090243,-2
2017091009,20170910090350,4
2017091009,20170910090419,8
2017091009,20170910090492,-1
2017091009,20170910090513,0
2017091009,20170910090590,3
2017091009,20170910090611,4
2017091009,20170910090656,9
2017091009,20170910090682,0
2017091009,20170910090703,7
2017091009,20170910090818,16
2017091009,20170910090839,2
2017091009,20170910090918,-3
2017091009,20170910090990,2
2017091009,20170910091086,2
2017091009,20170910091245,1
2017091009,20170910091266,5
2017091009,20170910091392,0
2017091009,20170910091529,7
2017091009,20170910091778,12
2017091009,20170910091845,1
2017091009,20170910092063,6
2017091009,20170910092084,3
2017091009,20170910092199,1
2017091009,20170910092288,3
2017091009,20170910092333,5
2017091009,20170910092382,2
2017091009,20170910092403,-6
2017091009,20170910092424,2
2017091009,20170910092538,1
2017091009,20170910092626,0
2017091009,20170910092727,3
2017091009,20170910092748,-2
2017091009,20170910092834,1
2017091009,20170910092855,0
2017091009,20170910092929,0
2017091009,20170910093011,24
2017091009,20170910093036,5
2017091009,20170910093081,2
2017091009,20170910093102,3
2017091009,20170910093194,-4
2017091009,20170910093294,-10
2017091009,20170910093353,5
2017091009,20170910093374,2
2017091009,20170910093419,2
2017091009,20170910093464,1
2017091009,20170910093485,3
2017091009,20170910093529,3
2017091009,20170910093599,6
2017091009,20170910093662,1
2017091010,20170910100411,2
2017091010,20170910100445,6
2017091010,20170910100512,3
2017091010,20170910100537,3
2017091010,20170910100579,2
2017091010,20170910100600,3
2017091010,20170910100670,3
2017091010,20170910100773,-2
2017091010,20170910100796,0
2017091010,20170910100993,2
2017091010,20170910101192,4
2017091010,20170910101276,3
2017091010,20170910101300,0
2017091010,20170910101379,0
2017091010,20170910101551,0
2017091010,20170910101745,-1
2017091010,20170910101805,8
2017091010,20170910101843,4
2017091010,20170910102048,4
2017091010,20170910102126,8
2017091010,20170910102266,2
2017091010,20170910102316,6
2017091010,20170910102371,3
2017091010,20170910102468,30
2017091010,20170910102513,-3
2017091010,20170910102582,0
2017091010,20170910102812,6
2017091010,20170910103100,0
2017091010,20170910103186,6
2017091010,20170910103266,3
2017091010,20170910103309,6
2017091010,20170910103650,2
2017091010,20170910103768,3
2017091010,20170910103846,0
2017091010,20170910103884,1
2017091010,20170910104003,-1
2017091011,20170910110051,1
2017091011,20170910110100,7
2017091011,20170910110283,8
2017091011,20170910110355,2
2017091011,20170910110467,3
2017091011,20170910110488,1
2017091011,20170910110567,12
2017091011,20170910110616,2
2017091011,20170910110690,5
2017091011,20170910110773,18
2017091011,20170910110794,1
2017091011,20170910110960,3
2017091011,20170910111105,3
2017091011,20170910111162,5
2017091011,20170910111216,3
2017091011,20170910111277,2
2017091011,20170910111328,2
2017091011,20170910111401,5
2017091011,20170910111518,10
2017091011,20170910111543,-2
2017091011,20170910111778,1
2017091011,20170910111893,0
2017091011,20170910112186,1
2017091011,20170910112207,5
2017091011,20170910112253,4
2017091011,20170910112362,1
2017091011,20170910112458,2
2017091011,20170910112552,3
2017091011,20170910112597,3
2017091011,20170910112671,3
2017091011,20170910112692,0
2017091011,20170910112949,1
2017091011,20170910113126,6
2017091011,20170910113162,-6
2017091011,20170910113518,5
2017091011,20170910113539,8
2017091011,20170910113560,4
2017091011,20170910113581,6
2017091011,20170910113605,3
2017091011,20170910113626,2
2017091011,20170910113664,11
2017091011,20170910113685,1
2017091011,20170910113706,2
2017091011,20170910113744,8
2017091012,20170910120087,3
2017091012,20170910120129,3
2017091012,20170910120271,3
2017091012,20170910120356,6
2017091012,20170910120432,3
2017091012,20170910120731,6
2017091012,20170910120822,9
2017091012,20170910120843,5
2017091012,20170910120886,-2
2017091012,20170910120952,-7
2017091012,20170910121105,3
2017091012,20170910121154,3
2017091012,20170910121175,3
2017091012,20170910121264,4
2017091012,20170910121314,5
2017091012,20170910121335,3
2017091012,20170910121397,12
2017091012,20170910121555,10
2017091012,20170910121603,9
2017091012,20170910121625,6
2017091012,20170910122252,6
2017091012,20170910122297,1
2017091012,20170910122414,2
2017091012,20170910122463,1
2017091012,20170910122568,2
2017091012,20170910122637,4
2017091012,20170910122751,4
2017091012,20170910122898,-2
2017091012,20170910122984,4
2017091012,20170910123051,3
2017091012,20170910123304,4
2017091012,20170910123325,8
2017091012,20170910123393,1
2017091012,20170910123414,6
2017091012,20170910123435,8
2017091012,20170910123456,3
2017091012,20170910123477,-4
2017091012,20170910123515,3
2017091012,20170910123553,0
2017091100,20170911000087,9
2017091100,20170911000108,1
2017091100,20170911000174,3
2017091100,20170911000230,2
2017091100,20170911000309,2
2017091100,20170911000330,1
2017091100,20170911000386,4
2017091100,20170911000494,1
2017091100,20170911000563,-1
2017091100,20170911000624,-1
2017091100,20170911000724,10
2017091100,20170911000745,2
2017091100,20170911000846,3
2017091100,20170911000867,3
2017091100,20170911000963,6
2017091100,20170911000989,0
2017091100,20170911001172,7
2017091100,20170911001263,2
2017091100,20170911001330,5
2017091100,20170911001351,-1
2017091100,20170911001375,3
2017091100,20170911001543,2
2017091100,20170911001594,1
2017091100,20170911001692,5
2017091100,20170911001771,10
2017091100,20170911002134,7
2017091100,20170911002194,0
2017091100,20170911002215,10
2017091100,20170911002265,3
2017091100,20170911002353,2
2017091100,20170911002455,-2
2017091100,20170911002528,-6
2017091100,20170911002650,3
2017091100,20170911002730,2
2017091100,20170911002860,1
2017091100,20170911002905,3
2017091100,20170911002960,5
2017091100,20170911002998,32
2017091100,20170911003019,4
2017091100,20170911003040,-3
2017091100,20170911003254,5
2017091100,20170911003323,1
2017091100,20170911003402,4
2017091100,20170911003447,3
2017091100,20170911003492,0
2017091100,20170911003530,3
2017091100,20170911003863,2
2017091100,20170911003901,1
2017091100,20170911003939,33
2017091101,20170911010052,1
2017091101,20170911010121,2
2017091101,20170911010230,21
2017091101,20170911010251,5
2017091101,20170911010389,6
2017091101,20170911010434,2
2017091101,20170911010455,11
2017091101,20170911010544,3
2017091101,20170911010589,7
2017091101,20170911010610,0
2017091101,20170911010698,2
2017091101,20170911010719,1
2017091101,20170911010764,2
2017091101,20170911010902,0
2017091101,20170911010923,10
2017091101,20170911010946,0
2017091101,20170911011040,2
2017091101,20170911011132,6
2017091101,20170911011153,3
2017091101,20170911011198,1
2017091101,20170911011219,0
2017091101,20170911011292,3
2017091101,20170911011359,18
2017091101,20170911011401,4
2017091101,20170911011465,0
2017091101,20170911011534,2
2017091101,20170911011632,1
2017091101,20170911011653,4
2017091101,20170911011738,9
2017091101,20170911011759,5
2017091101,20170911011835,4
2017091101,20170911011888,2
2017091101,20170911011909,2
2017091101,20170911011956,4
2017091101,20170911012259,7
2017091101,20170911012280,12
2017091101,20170911012398,2
2017091101,20170911012460,2
2017091101,20170911012481,-2
2017091101,20170911012504,1
2017091101,20170911012644,-2
2017091101,20170911012730,-2
2017091101,20170911012753,0
2017091101,20170911012778,0
2017091101,20170911012923,4
2017091101,20170911013094,4
2017091101,20170911013115,4
2017091101,20170911013250,3
2017091101,20170911013444,3
2017091101,20170911013482,4
2017091101,20170911013618,0
2017091101,20170911013656,2
2017091400,20170914000052,4
2017091400,20170914000149,5
2017091400,20170914000321,0
2017091400,20170914000377,2
2017091400,20170914000481,2
2017091400,20170914000573,9
2017091400,20170914000594,5
2017091400,20170914000733,12
2017091400,20170914000765,5
2017091400,20170914000786,9
2017091400,20170914000830,2
2017091400,20170914000851,1
2017091400,20170914001016,-5
2017091400,20170914001114,1
2017091400,20170914001159,0
2017091400,20170914001246,3
2017091400,20170914001267,3
2017091400,20170914001317,3
2017091400,20170914001338,5
2017091400,20170914001359,1
2017091400,20170914001405,6
2017091400,20170914001426,3
2017091400,20170914001447,0
2017091400,20170914001496,7
2017091400,20170914001621,1
2017091400,20170914001683,5
2017091400,20170914002153,6
2017091400,20170914002223,-1
2017091400,20170914002292,6
2017091400,20170914002417,0
2017091400,20170914002438,3
2017091400,20170914002459,4
2017091400,20170914002575,8
2017091400,20170914002596,2
2017091400,20170914002699,0
2017091400,20170914002783,6
2017091400,20170914002854,2
2017091400,20170914002999,2
2017091400,20170914003020,-2
2017091400,20170914003064,7
2017091400,20170914003085,4
2017091400,20170914003106,-1
2017091400,20170914003257,-1
2017091400,20170914003339,5
2017091400,20170914003534,3
2017091400,20170914003601,2
2017091400,20170914003622,19
2017091400,20170914003667,4
2017091400,20170914003745,2
2017091400,20170914004012,6
2017091400,20170914004050,5
2017091400,20170914004088,-2
2017091700,20170917000053,3
2017091700,20170917000074,0
2017091700,20170917000159,-1
2017091700,20170917000235,2
2017091700,20170917000316,9
2017091700,20170917000337,2
2017091700,20170917000528,3
2017091700,20170917000597,2
2017091700,20170917000629,4
2017091700,20170917000712,2
2017091700,20170917000814,3
2017091700,20170917000885,2
2017091700,20170917000923,5
2017091700,20170917000994,-1
2017091700,20170917001066,0
2017091700,20170917001163,12
2017091700,20170917001184,-4
2017091700,20170917001253,4
2017091700,20170917001437,1
2017091700,20170917001533,1
2017091700,20170917001662,2
2017091700,20170917002096,37
2017091700,20170917002263,2
2017091700,20170917002344,4
2017091700,20170917002557,17
2017091700,20170917002763,2
2017091700,20170917002877,-2
2017091700,20170917002946,16
2017091700,20170917002967,4
2017091700,20170917002988,1
2017091700,20170917003009,14
2017091700,20170917003030,1
2017091700,20170917003321,16
2017091700,20170917003407,7
2017091700,20170917003428,4
2017091700,20170917003473,2
2017091700,20170917003494,-2
2017091700,20170917003563,9
2017091700,20170917003734,1
2017091700,20170917003779,-1
2017091700,20170917003805,-2
2017091700,20170917003867,6
2017091700,20170917003899,6
2017091701,20170917010052,-1
2017091701,20170917010165,3
2017091701,20170917010224,6
2017091701,20170917010245,5
2017091701,20170917010266,4
2017091701,20170917010369,0
2017091701,20170917010461,-1
2017091701,20170917010590,9
2017091701,20170917010611,-2
2017091701,20170917010632,2
2017091701,20170917010672,2
2017091701,20170917010855,1
2017091701,20170917011012,3
2017091701,20170917011033,1
2017091701,20170917011115,10
2017091701,20170917011164,-2
2017091701,20170917011315,-2
2017091701,20170917011694,6
2017091701,20170917011750,-2
2017091701,20170917011953,-1
2017091701,20170917011974,0
2017091701,20170917011995,-2
2017091701,20170917012101,6
2017091701,20170917012122,-2
2017091701,20170917012187,5
2017091701,20170917012348,2
2017091701,20170917012398,6
2017091701,20170917012419,0
2017091701,20170917012516,3
2017091701,20170917012656,-7
2017091701,20170917012694,4
2017091701,20170917012739,1
2017091701,20170917012784,1
2017091701,20170917012979,4
2017091701,20170917013000,-1
2017091701,20170917013094,4
2017091701,20170917013176,-2
2017091701,20170917013197,1
2017091702,20170917020051,2
2017091702,20170917020279,8
2017091702,20170917020300,1
2017091702,20170917020321,5
2017091702,20170917020342,2
2017091702,20170917020456,5
2017091702,20170917020513,4
2017091702,20170917020536,1
2017091702,20170917020630,5
2017091702,20170917020696,1
2017091702,20170917020717,-4
2017091702,20170917020828,5
2017091702,20170917020890,-2
2017091702,20170917021011,1
2017091702,20170917021165,3
2017091702,20170917021262,8
2017091702,20170917021285,11
2017091702,20170917021354,3
2017091702,20170917021421,2
2017091702,20170917021645,2
2017091702,20170917021741,4
2017091702,20170917022171,3
2017091702,20170917022258,3
2017091702,20170917022354,13
2017091702,20170917022462,6
2017091702,20170917022489,2
2017091702,20170917022555,2
2017091702,20170917022578,4
2017091702,20170917022774,5
2017091702,20170917022795,2
2017091702,20170917022845,3
2017091702,20170917022937,-3
2017091702,20170917023069,1
2017091702,20170917023188,6
2017091702,20170917023209,3
2017091702,20170917023419,-2
2017091702,20170917023522,3
2017091702,20170917023578,5
2017091702,20170917023601,1
2017091702,20170917024357,1
2017091702,20170917024380,3
2017091702,20170917024401,5
2017091703,20170917030056,0
2017091703,20170917030082,3
2017091703,20170917030161,5
2017091703,20170917030203,6
2017091703,20170917030270,7
2017091703,20170917030291,2
2017091703,20170917030312,2
2017091703,20170917030355,-1
2017091703,20170917030434,4
2017091703,20170917030455,4
2017091703,20170917030524,4
2017091703,20170917030591,7
2017091703,20170917030690,4
2017091703,20170917030711,0
2017091703,20170917030802,3
2017091703,20170917030927,4
2017091703,20170917031029,0
2017091703,20170917031090,7
2017091703,20170917031111,2
2017091703,20170917031132,2
2017091703,20170917031272,17
2017091703,20170917031324,13
2017091703,20170917031345,3
2017091703,20170917031382,3
2017091703,20170917031403,4
2017091703,20170917031610,0
2017091703,20170917031643,2
2017091703,20170917032043,4
2017091703,20170917032112,0
2017091703,20170917032133,-1
2017091703,20170917032225,3
2017091703,20170917032432,1
2017091703,20170917032553,17
2017091703,20170917032649,1
2017091703,20170917032798,6
2017091703,20170917032836,1
2017091703,20170917033154,5
2017091703,20170917033192,14
2017091703,20170917033213,6
2017091703,20170917033234,11
2017091703,20170917033292,2
2017091703,20170917033316,4
2017091703,20170917033561,1
2017091703,20170917033621,7
2017091703,20170917033642,3
2017091703,20170917033685,9
2017091703,20170917033710,3
2017091703,20170917033731,3
2017091703,20170917033961,4
2017091703,20170917033999,10
2017091703,20170917034037,4
2017091704,20170917040071,4
2017091704,20170917040191,6
2017091704,20170917040301,12
2017091704,20170917040370,6
2017091704,20170917040532,3
2017091704,20170917040617,1
2017091704,20170917040736,2
2017091704,20170917040877,-2
2017091704,20170917040922,2
2017091704,20170917041007,-3
2017091704,20170917041116,-1
2017091704,20170917041161,4
2017091704,20170917041329,6
2017091704,20170917041501,2
2017091704,20170917041801,11
2017091704,20170917042044,3
2017091704,20170917042189,1
2017091704,20170917042372,8
2017091704,20170917042393,3
2017091704,20170917042572,-1
2017091704,20170917042617,53
2017091704,20170917042808,5
2017091704,20170917043123,-2
2017091704,20170917043192,-1
2017091704,20170917043496,4
2017091704,20170917043517,3
2017091704,20170917043538,12
2017091704,20170917043559,2
2017091705,20170917050075,1
2017091705,20170917050203,2
2017091705,20170917050228,13
2017091705,20170917050348,6
2017091705,20170917050421,1
2017091705,20170917050446,2
2017091705,20170917050569,5
2017091705,20170917050594,-1
2017091705,20170917050820,7
2017091705,20170917050841,7
2017091705,20170917050862,3
2017091705,20170917050961,3
2017091705,20170917051074,3
2017091705,20170917051209,5
2017091705,20170917051234,6
2017091705,20170917051471,1
2017091705,20170917051538,2
2017091705,20170917051736,7
2017091705,20170917051785,0
2017091705,20170917051834,2
2017091705,20170917051991,-1
2017091705,20170917052081,9
2017091705,20170917052421,6
2017091705,20170917052446,3
2017091705,20170917052539,3
2017091705,20170917052650,0
2017091705,20170917052716,1
2017091705,20170917052806,5
2017091705,20170917052827,1
2017091705,20170917052900,9
2017091705,20170917052929,4
2017091705,20170917052974,1
2017091705,20170917053087,4
2017091705,20170917053112,3
2017091705,20170917053157,13
2017091705,20170917053182,1
2017091705,20170917053497,4
2017091705,20170917053671,7
2017091705,20170917053932,2
2017091705,20170917054099,13
2017091705,20170917054120,3
2017091705,20170917054186,2
2017091705,20170917054228,1
2017091705,20170917054251,1
2017091705,20170917054314,-7
2017091705,20170917054494,28
2017091706,20170917060059,3
2017091706,20170917060082,4
2017091706,20170917060206,7
2017091706,20170917060305,0
2017091706,20170917060326,9
2017091706,20170917060372,0
2017091706,20170917060393,1
2017091706,20170917060461,4
2017091706,20170917060515,7
2017091706,20170917060540,3
2017091706,20170917060561,9
2017091706,20170917060584,2
2017091706,20170917060708,-4
2017091706,20170917060729,1
2017091706,20170917060795,11
2017091706,20170917060908,6
2017091706,20170917060929,2
2017091706,20170917061025,0
2017091706,20170917061046,2
2017091706,20170917061067,1
2017091706,20170917061088,4
2017091706,20170917061270,2
2017091706,20170917061370,1
2017091706,20170917061453,2
2017091706,20170917061474,9
2017091706,20170917061608,-3
2017091706,20170917061989,7
2017091706,20170917062053,6
2017091706,20170917062156,-2
2017091706,20170917062406,10
2017091706,20170917062427,4
2017091706,20170917062482,25
2017091706,20170917062504,1
2017091706,20170917062593,4
2017091706,20170917062638,1
2017091706,20170917062758,3
2017091706,20170917062911,8
2017091706,20170917063227,7
2017091706,20170917063318,0
2017091706,20170917063401,0
2017091706,20170917063603,6
2017091706,20170917063689,6
2017091706,20170917063801,4
2017091706,20170917063851,9
2017091706,20170917063872,3
2017091706,20170917063893,5
2017091706,20170917063942,0
2017091706,20170917064274,2
2017091706,20170917064355,1
2017091706,20170917064393,2
2017091707,20170917070074,6
2017091707,20170917070128,-1
2017091707,20170917070173,2
2017091707,20170917070288,2
2017091707,20170917070384,-3
2017091707,20170917070470,2
2017091707,20170917070515,3
2017091707,20170917070560,-3
2017091707,20170917070655,1
2017091707,20170917070709,0
2017091707,20170917070842,9
2017091707,20170917070892,2
2017091707,20170917070913,4
2017091707,20170917071044,2
2017091707,20170917071116,4
2017091707,20170917071170,9
2017091707,20170917071191,0
2017091707,20170917071212,8
2017091707,20170917071233,3
2017091707,20170917071308,1
2017091707,20170917071363,2
2017091707,20170917071384,-3
2017091707,20170917071429,2
2017091707,20170917071450,-1
2017091707,20170917071602,2
2017091707,20170917071681,-2
2017091707,20170917072021,7
2017091707,20170917072116,1
2017091707,20170917072161,8
2017091707,20170917072182,-1
2017091707,20170917072249,5
2017091707,20170917072316,10
2017091707,20170917072337,2
2017091707,20170917072455,-3
2017091707,20170917072551,2
2017091707,20170917072572,5
2017091707,20170917072593,1
2017091707,20170917072662,3
2017091707,20170917072729,14
